model_name,predictor_class,feature_count,features_used,best_params_home,best_params_away,training_duration_final,save_path
rf_mlb_runs_predictor,RFScorePredictor,21,"['rest_days_home', 'rest_days_away', 'home_rolling_runs_scored_mean_10', 'home_rolling_runs_scored_std_10', 'home_rolling_runs_allowed_mean_10', 'home_rolling_hits_for_mean_10', 'home_rolling_hits_against_mean_10', 'home_rolling_errors_committed_mean_10', 'away_rolling_runs_allowed_mean_10', 'away_rolling_runs_allowed_std_10', 'away_rolling_hits_for_mean_10', 'away_rolling_hits_for_std_10', 'away_rolling_hits_against_mean_10', 'matchup_num_games', 'matchup_home_win_pct', 'matchup_avg_total_runs', 'home_season_runs_for_avg', 'home_season_runs_against_avg', 'away_season_win_pct', 'away_season_runs_for_avg', 'away_season_runs_against_avg']","{'model__bootstrap': True, 'model__max_depth': 5, 'model__max_features': 0.3, 'model__min_samples_leaf': 16, 'model__min_samples_split': 22, 'model__n_estimators': 505}","{'model__bootstrap': True, 'model__max_depth': 5, 'model__max_features': 0.3, 'model__min_samples_leaf': 18, 'model__min_samples_split': 25, 'model__n_estimators': 483}",1.976968765258789,/Users/mattb/Desktop/Projects/score-genius/models/saved/rf_mlb_runs_predictor.joblib
xgb_mlb_runs_predictor,XGBoostScorePredictor,21,"['rest_days_home', 'rest_days_away', 'home_rolling_runs_scored_mean_10', 'home_rolling_runs_scored_std_10', 'home_rolling_runs_allowed_mean_10', 'home_rolling_hits_for_mean_10', 'home_rolling_hits_against_mean_10', 'home_rolling_errors_committed_mean_10', 'away_rolling_runs_allowed_mean_10', 'away_rolling_runs_allowed_std_10', 'away_rolling_hits_for_mean_10', 'away_rolling_hits_for_std_10', 'away_rolling_hits_against_mean_10', 'matchup_num_games', 'matchup_home_win_pct', 'matchup_avg_total_runs', 'home_season_runs_for_avg', 'home_season_runs_against_avg', 'away_season_win_pct', 'away_season_runs_for_avg', 'away_season_runs_against_avg']","{'model__colsample_bytree': 0.7784093110354227, 'model__gamma': 0.07823766455329707, 'model__learning_rate': 0.006234638880169446, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 333, 'model__reg_alpha': 0.10157157317146233, 'model__reg_lambda': 0.534977023562218, 'model__subsample': 0.646037053648311}","{'model__colsample_bytree': 0.7852601757026698, 'model__gamma': 0.08979064194712971, 'model__learning_rate': 0.008221663078569216, 'model__max_depth': 2, 'model__min_child_weight': 12, 'model__n_estimators': 317, 'model__reg_alpha': 0.009833181933644887, 'model__reg_lambda': 0.013400367243354798, 'model__subsample': 0.6621964643431324}",2.8743841648101807,/Users/mattb/Desktop/Projects/score-genius/models/saved/xgb_mlb_runs_predictor.joblib
lgbm_mlb_runs_predictor,LGBMScorePredictor,21,"['rest_days_home', 'rest_days_away', 'home_rolling_runs_scored_mean_10', 'home_rolling_runs_scored_std_10', 'home_rolling_runs_allowed_mean_10', 'home_rolling_hits_for_mean_10', 'home_rolling_hits_against_mean_10', 'home_rolling_errors_committed_mean_10', 'away_rolling_runs_allowed_mean_10', 'away_rolling_runs_allowed_std_10', 'away_rolling_hits_for_mean_10', 'away_rolling_hits_for_std_10', 'away_rolling_hits_against_mean_10', 'matchup_num_games', 'matchup_home_win_pct', 'matchup_avg_total_runs', 'home_season_runs_for_avg', 'home_season_runs_against_avg', 'away_season_win_pct', 'away_season_runs_for_avg', 'away_season_runs_against_avg']","{'model__colsample_bytree': 0.725831883030299, 'model__lambda_l1': 0.8092860503258412, 'model__lambda_l2': 0.16306068743545582, 'model__learning_rate': 0.016929448301287203, 'model__max_depth': 3, 'model__min_child_samples': 59, 'model__min_split_gain': 0.06181282404578958, 'model__n_estimators': 647, 'model__num_leaves': 27, 'model__subsample': 0.7044369484060603, 'model__subsample_freq': 1}","{'model__colsample_bytree': 0.725831883030299, 'model__lambda_l1': 0.8092860503258412, 'model__lambda_l2': 0.16306068743545582, 'model__learning_rate': 0.016929448301287203, 'model__max_depth': 3, 'model__min_child_samples': 59, 'model__min_split_gain': 0.06181282404578958, 'model__n_estimators': 647, 'model__num_leaves': 27, 'model__subsample': 0.7044369484060603, 'model__subsample_freq': 1}",0.6199789047241211,/Users/mattb/Desktop/Projects/score-genius/models/saved/lgbm_mlb_runs_predictor.joblib
